# Postprocessed results of turbulent pipe flow 
# Velocity fluctuations 
# ------------------------------------------------------------------
# uTau = 0.0241079 
# nu = 1.20482e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 urur	 utut	 uzuz	 urut	 uruz	 utuz	 
# ------------------------------------------------------------------
0.998346893286899	0.00165310671310104	3.30925655432894	0.00769810821655311	0.434517515285869	1.83631308562645	2.79059100000000e-06	-0.0402436207924769	-5.55313107447171e-05
0.998177387610434	0.00182261238956605	3.64857994246372	0.0103978137285962	0.494312588922199	2.18432208500569	3.30817700000000e-06	-0.0525526350374884	-7.09515467080618e-05
0.998000114404488	0.00199988559551201	4.00345268844822	0.0137470517957513	0.556212512867107	2.56267729799671	4.33779800000000e-06	-0.0672473623960234	-9.04908344208963e-05
0.997815077426654	0.00218492257334602	4.37386727017945	0.0178277754098642	0.619767769092411	2.96726032777352	3.83145500000000e-06	-0.0844353220327783	-0.000114877934946294
0.997622280554307	0.00237771944569298	4.75981592576956	0.0227193983781287	0.684561167121890	3.39279812219442	2.77759800000000e-06	-0.104154034884576	-0.000144770619524957
0.997421727784479	0.00257827221552098	5.16129065379673	0.0284972265308046	0.750216055250871	3.83308575417287	3.93351400000000e-06	-0.126365384693208	-0.000180706885527311
0.997213423233732	0.00278657676626803	5.57828321355902	0.0352310907043492	0.816400004202866	4.28128165233298	4.16227000000000e-06	-0.150954985091254	-0.000223072501839641
0.996997371138035	0.00300262886196501	6.01078512532036	0.0429841866786746	0.882824408339618	4.73024550871089	1.88324900000000e-06	-0.177736492754050	-0.000272088177599138
0.996773575852631	0.00322642414736896	6.45878767057750	0.0518121060214276	0.949240795766056	5.17288545977900	3.69472000000000e-06	-0.206460309949357	-0.000327815187439342
0.996542041851904	0.00345795814809602	6.92228189232603	0.0617620291789550	1.01543485525597	5.60248261087975	3.76996600000000e-07	-0.236825737260521	-0.000390175259362366
0.996302773729253	0.00369722627074698	7.40125859531174	0.0728720490656459	1.08121926205279	6.01296668316225	-5.12787300000000e-07	-0.268495401261556	-0.000458978880827344
